id,username,text,Hate
1.84E+18,Aquasnakes54,@zaceubank Short answer trump must loose. That way will herald the return of the old republican party. But the roots of maga all started with the Tea Party movement. And then trump's giving voice to the far right loonies,1
1.84E+18,stayscathed,Truly reprehensible Nikki Haley. Your children are watching you.,0
1.84E+18,MsQueenKL,Her stupid MAGA ass was sentenced to 9 years in prison today. Accountability. Her privilege expired. Bye.,1
1.84E+18,gcsipo1,"Well, well there was a bipartisan bill your Maga Old Man told the gop to not vote for. Thats ON YOU!!!! B",1
1.84E+18,tdwillis72,@DanCham03014042 @Jim_Jordan You can count the number of real GOP on one hand. The others have been bought off.,0
1.84E+18,Mapski3,@harryjsisson Maybe they were saying dizzy lizzy is a Treasonous Traitor!,0
1.84E+18,Low_Key_Low_Key,@elonmusk Please record yourself wearing a MAGA hat at the Erewhon in Santa Monica. That would be hilarious.,1
1.84E+18,obsessafilma,"Then why is he named in it 315 times, the Heritage Foundation's main goal is to establish Trumpism as the standard for the GOP to follow, and this is on their own website?",0
1.84E+18,ArmyCastle1,"Elon If you wear a MAGA hat in L.A. your life is in danger, but its getting better.",0
1.84E+18,MollyBlooming,@LibertyPillMeme @WallStreetSilv That will be a huge threaten to American people if the vote Kamala Harris. True!,0
1.84E+18,L0calizeL1berty,I've seem more Republicans on Twitter predict a GOP victory in the MD senate race than the AZ senate race,0
1.84E+18,DuniaSendwe,Kamala Harris is Fake as F*ck ! She is the new Puppet of the Deep State #VoteTrumpToSaveAmerica #VoteTrumpToSaveTheWorld #VoteTrumpToSaveTheChildren #MAGA #MAHA #BlacksForTrump,1
1.84E+18,N515952N,"@hugolowell @JeffClarkUS Trump supporters had every right to peacefully protest a stolen election. J6 was a total set-up by the FEDs, dressed as MAGA who incited and broke down the barriers. Pelosi and her evil minions were ALL part of it. #FEDsurrection #J6",0
1.84E+18,CW_codesterz,"@real_lselkirk @Krispi_Largo @ShenandoahWrit1 @McFaul Choice isn't an issue. Afterall, nobody voted for Kamala Harris as the Democrat presidential candidate but yet she is the candidate.",0
1.84E+18,suz617908,"GOP Senator PUT TO SHAME by Vet Who WANTS HIS JOB https://t.co/LlAv1bVOrh via @YouTube 
 
 Hawley - another LIAR!",0
1.84E+18,mjthamogul,The fact that the tweet has garnered that many likes and engagement baffles me . But then I realize this is twitter,0
1.84E+18,MclarenBra28539,@elonmusk But they have enough money to spend on illegal immigrants and Ukraine but not on their own people the Democrat administration Sleepy Joe and Comrade Kamala Harris make me sick.,0
1.84E+18,CRAZYONSI,"@brianeskow Once you see it.. you see it!!! #MAGA
 
 @realDonaldTrump
 @elonmusk 
 #TRUMP2024",0
1.84E+18,djmeiho63,@cleverly1187 Hi Ben. Seems like neither party is very fiscally responsible as they both continue to spend money we don't have. If Harris wins we are on the path to socialism and eventually communism.,0
1.84E+18,DolanJtangpc,"@MZHemingway The dirty little secret is that all Trump women are liberal. They are in Republican only temporarily because Donald Trump wanted run for president as a Republican. You seriously believe that Ivanka is a MAGA conservative? Sheâ€™s as elite, as liberal as they come. Melania is worse.",0
1.84E+18,PaulaJo4GOP,"@KamalaHarris With zero thought for the impact this will have on our resources, hospitals, schools, housing, you just wish to pave a way for illegals to become citizens. But not just citizens. Democrats. You want to solidify elections thru illegal means. We get it. Kamala hates America.",0
1.84E+18,StoriesGate,"The latest polls show a tight race between Kamala Harris &amp;Donald Trump as the 2024 presidential election approaches. Harris leads nationally by 2 points, but Trump holds a slight edge in key swing states like Georgia and North Carolina.",0
1.84E+18,NotObfuscated,"@JSims52 @skscartoon @VivekGRamaswamy He also fired him and they hate each other now. Bolton has endorsed Kamala, just like the other warmongers the Chaneys. They know who will bring the most amount of war to the world and that is Kamala Harris.",0
1.84E+18,geanne_lebbink,"@Openly @Openly 
 I noticed that videos in support of transgender care or e.g. the stance of Kamala Harris on gender identity won't play but videos containing Republicans (e.g. with Trump) do play... 
 
 Do you have an alternative place where we can watch the content?",0
1.84E+18,DerekHallen,"Kamala Harris gets Georgia boost as 120,000 new voters sign up",0
1.84E+18,FredinOZ,"REPEAL THE trump &amp; Bush TAX CUTS for the MAGA RICH DONORS &amp; CORPORATIONS 
 MAGA ran up the Nat Debt $7.8 TRILLION - 25% of total National Debt- in just 3 years. 
 In fact, Without the Bush and Trump tax cuts, debt as a percentage of the economy would be declining permanently.",0
1.84E+18,JohnWethef18729,@MTGrepp I saw this scene and I immediately sense the emergency of gathering Nikki's supporters-in the primary she earned surprising 22 % Vs. 52 % of Trump. GOP field has been divided and backstabbers- satanic enemy to Trump is the Neocons. We need Nikki Haley standing by in NC rally,0
1.84E+18,DePina10_,"Kamala Harris sitting with Putin, Xi, and the Saudi prince just doesnt make sense",0
1.84E+18,NoWokeZone77,Now we know why Howard Stern hates Trump and MAGA supporters. We find this disgraceful.,0
1.84E+18,NaromSinned,@Used_To_Be_GOP @catturd2 Says the lawfare democrats and their regime apologist,0
1.84E+18,CezanneKopinetz,"@GOP trump is going to jail
 
 trump is a criminal",0
1.84E+18,witchcultkiki,Kanye's politics before are problematic- he was a MAGA guy in 2016. But so was the median voter. This narrative feels abusive. Were he not rich (he's being drugged and robbed as we speak btw) you'd see how evil logging someone's manic episodes to shame them in perpetuity is.,0
1.84E+18,murderbits,@stanleybible @IcanAmer_MAGA @elonmusk @KamalaHarris Exactly. What they need are resources; not money they can't very well spend at overloaded and overburdened places in the local.,0
1.84E+18,KirkTanaka62,@WintersPolitics Kinda wish the rest of the ultra right wing extremists of the GOP would put country over party. Do whatâ€™s good for all the country.,0
1.84E+18,TWMONEY865,"@elonmusk THE HOUSE IS LED BY THE GOP MAGA! WE ARE NOT DUMB AND WE ARE NOT GOING BACK!
 
 #HARRIS24",0
1.84E+18,Johnnyohness11,MAGA candidate says drag queens ruin the military in bizarre rant about soldiers eating intestines,1
1.84E+18,RJ_RAGE_ZX_1987,Kamala Harris' Lead Has Been Cut in Nearly Every Battleground State #KamalaHarris #Wisconsin #NorthCarolina #Presidentialelection,0
1.84E+18,maga2024shop,Vote TRUMP CAT Election Button - Official Trump Kennedy,0
1.84E+18,100yd,"What immediate help can $750 buy when your home is washed away? 
 
 Kamala Harris: FEMA Is 'Providing $750 For Folks Who Need Immediate Need...",0
1.84E+18,CurryChuck,"This is what MAGA believes in.
 
 Trump SMOTHERED by Attack Ads in FINAL STAGE of Election",0
1.84E+18,vlovlo292341,@Bubblebathgirl @elonmusk I wear my MAGA hat in Los Angeles along with my Trump shirt. I also have a sticker on my car and a Trump on my front window. I get a lot of looks but I wear it proud. God protects me from the lunatics,0
1.84E+18,RaptorsUniverse,@CodyLillich @azfamily @azhighground @dennis_welch @SalvantoCBS @finnygo Trump only won independents by 3 points in Arizona back in 2016. This poll has him winning them by 20 points. Your GOP sample is too educated just as @Peoples_Pundit said!,0
1.84E+18,PrgmaticPolitic,"@KariLake @DC_Draino No, this is what fucking with the people's vote ends with. This country is steeped in the blood of people who fought to be represented in their government. Who the fuck are you people to think you can fuck with our votes? The GOP is a pack of disgusting traitors.",1
1.84E+18,marie_grime,"@DaveV65176861 @PRIslander @Damaan4u33 Not all the Republicans, however. Remember, Republicans &amp; former GOP are flocking to Harris every day. They might turn out to be the ones who put her election over the edge &amp; shut him up once &amp; for all.",0
1.84E+18,gfguy710,@DonaldJTrumpJr how are these people who survived gonna vote in WNC. Ron DeSantis has ordered Election Supervisors to make sure sites are available for displaced victims to vote.,0
1.84E+18,mcx918,@jsolomonReports A deplorable jobless politician dumped by MAGA Republicans.,0
1.84E+18,Truethseeker,After Hurricane Helene Kamala Harris is Officially done! Ukraine got more money and Help than the people effected by the Storm. What A Shame!,0
1.84E+18,JamesGrahamAuth,"@gojalengo @TheRickyDavila Patriots put the country ahead of the party, MAGA put a lying, cheating, felon in front of the country and call themselves patriots",0
1.84E+18,denvarel,"@mountains_ @GOP The first wing, the MAGA, controls the @gop Twitter account.
 Clear now?",0
1.84E+18,cerulecoach,@taradublinrocks Maga is doomed to fail.,0
1.84E+18,IAmNoOnOnePNW,@TheRickWilson You have MAGA friends that you are licking the balls of? Sounds kinda weird.,1
1.84E+18,roketronnie,"@mitchellvii this is why Trump will stroll November, the Democratic Party are taking people for mugs",0
1.84E+18,KyoAlexiel,@brianeskow Even if people continue to hate on Trump.. he pretty much already won if this turns out to be true. Kamala Harris is listed as one of the people who went to P.Diddy's Pedo party and the rumor is there is tapes of her doing criminal stuff with in those tapes.,0
1.84E+18,JLG1956,The New York Times Wishes Kamala Harris Was Unburdened by Responsibilities of Her Job,0
1.84E+18,Jeremycrow4life,"@dantypo That would be the republican party thing to do! Let everyone on the left get away with what they did, spend 4 years doing more of it, steal the next election. GENIUS!",0
1.84E+18,possiblefascist,"Everyone should vote early. There are MAGA lunatics out there who may be plotting to sabotage Democratic-heavy precincts on election day with bomb threats, riots, or who knows what else.",1
1.84E+18,Airtightpuppy,"@2nascarfans @TeaPainUSA Both Kamala Harris and Tim Walz have both praised socialism and want to enact laws to make it a reality. Kamala openly talks about how important equity is in all situations. That's literally the backbone of socialism. Now, you can support socialism, but to pretend that the",0
1.84E+18,ncblonde00,@CLT_GOP @NC_Governor @NCNationalGuard Those folks were â€œthankedâ€ by the government by being told to stand down or they will be tossed in jail.,0
1.84E+18,KEVINMAGA2024,"Biden has figured out that the fascist cult that installed him never appreciated what he did for them, he gave them 90% of the cabinets and allowed them to pass everything they wanted. He knows that they made trillions of dollars because of the budgets he signed, besides the",1
1.84E+18,Chrbru0612,"@FoxNews With 32 days before the election the biggest opportunity landed on Kamala Harris' lap to shine, bit instead she abandoned the 1000s of suffering, missing and wounded US citizens affected by Helene.
 
 Where's the outrage?",0
1.84E+18,ricwe123,"Here we have Kamala Harris calling for a ""pathway to citizenship"" for millions of illegal immigrants. 
 
 Making sure the Democrat voter base is secured",0
1.84E+18,AndreBJones2,"@dani74829276 @KathleenSaffell @koolkaryn @MichaelSteele I didn't miss anything, because there wasn't anything to miss.
 Kamala Harris hasn't falsified her identity. She is Bi-Racial, and is part Black, in my opinion. 
 How a Bi-Racial person decides to identify, really is that person's business.
 Who are we to judge? I'm just sayin'...",0
1.84E+18,maggiesmom1_mom,"@AlanNicholsFTL @RpsAgainstTrump I worked phone banks in DFW for Reagan in my first election! As a former straight R voter, the @GOP should know that their choice of DT has left us NO OPTION! I will #VoteKamalaHarrisAndTimWalz2024ToSaveAmerica 
 #VoteBlueAsifYourLivesDependonit 
 #GrandchildrenDeserveBetter",0
1.84E+18,FUCKSHITAMENl,"Geez, if he doesn't like you and he doesn't like the Democratic party and wants one very rough day as a dictator, does that mean all Democrats are being deported?",0
1.84E+18,smnamn,"They're giving out talking points flyers to the reporters so they won't expose The Biden Admin, Kamala Harris, and the Dems Politicians??",0
1.84E+18,KlevenoZilla,"@MyLordBebo Great job Biden and Kamala Harris .. ruin America's Military supplies, waste our money, so Americans suffer.. especially our hurricane victims. Arrest Joe and Kamala for treason",0
1.84E+18,aimasterconsult,"Hey dipshiite the democrats ran the south NOT republicans!
 Black people voted these dem dipshiites OUT of office!
 Do some research man~Google is on your phone EDUCATE yourself by figuring out what your MAGA friends &amp; neighbors learned about the democrats &amp; CIA projects.",1
1.84E+18,sidadidas,"@rustyrockets @RobertKennedyJr @TulsiGabbard @jordanbpeterson @MAHAalliance I respect RFK Jr, Tulsi. I respect the need to stand up to the deep state. I don't believe for a second Trump believes in the mission with any sincerity. Plus he spews all kinds of garbage vermin, so it's a net negative",0
1.84E+18,brucemcconachie,"@RestPoliticsUS Question for the podcast:
 
 If Walz / Harris were to say that Vance was a far better, more intelligent debater than Trump, screaming insane nonsense in to the microphone, how much would it destabilise Trump &amp; Vance's relationship and the MAGA base?",0
1.84E+18,MargaretSaulino,Kamala Harris is an example of how mixing races doesn't work. Obama is a great example!,0
1.84E+18,SteinmetzToni,@JoshuaSeattle1 @TPSF42 @MarkA67846114 @DEPlatt50 @patpubs Who cares how many followers someone has? If the post makes sense. The Democratic party has failed this country in so many ways and they're doing it deliberately. Wake up....I did.,0
1.84E+18,KristopherPrime,"@LeftorWrightMF @Theleftorwright @Aquamariah1 @HomoPatriotDude @scottgeiler Maybe not, but they do symbolize self-destruction and narcissism at this point. Hell, MAGA is I far bigger symbol of â€œinclusivityâ€ than the pride flag!",0
1.84E+18,ric18629748,"@elonmusk What about a swap for the MAGA inbred hillbillies ,the trailer park loonies that donate to Trump, the basement dwellers the religious fuckwits , YOU could join them as well that would make the USA great again",1
1.84E+18,PhilFox43249797,"@elonmusk How many Racketeering Influenced and Corrupt Organizations Act (RICO) violations have been committed by a decade of DNC and Intel Agencies?
 
 1. Multiple acts of crime (racketeering) within 10 year period, forming a pattern of racketeering activity
 
 2. Robbery, bribery, extortion,",0
1.84E+18,FranMFarber,@elonmusk @TeslaBoomerMama Rush Limbaugh said the day the Democrats figure out how to steal an election no GOP will ever occupy the WH.,0
1.84E+18,Mike45223,"@Adept020 @ReallySnarky @Morning_Joe MAGA: HAHAHA OH MAN YOU FUCKED UP CALLING VANCE WEIRD YOU ARE THE WEIRD ONES NOW
 
 Also MAGA: Crying at polls from regular people who see weirdos",1
1.84E+18,Independentbean,@DC_Draino That is a lie. MAGA always projects what they do. https://t.co/HntEEgtXJF,0
1.84E+18,SibsonMichael,"@GuntherEagleman @ChuckCallesto Like Joe Biden has responded to both emergencies while msga cries.
 No maga kids got it goin on. Not to fight our generational enemy Russia
 Nor to help americans in distress.
 Get off your chairs and get to work maga. 
 Stop makin up fairy tales.",1
1.84E+18,PeterPa38315071,@GOP trump should prepair himself to be send behind bars - a jail or a closed madhouse. Courts will decide about his destiny https://t.co/gRWEAfYgiD,0
1.84E+18,Joe88203874,@DeaRileyKY @bradley_tindall @DC_Draino It's fucking beautiful. And she's a jaywalker compared to fuckface Trump. Soooo glad he is going to die in prison in the arms of his soon to be Prison Husband.,1
1.84E+18,queensbishop2,"@CalenArcher Running down the page;
 
 First, man talking about how to donate to Helene victims because FEMA won't help and is confiscating money meant for flood victims.
 
 Next, Time Kane AD begging for money to help with Kamala Harris election campaign.
 
 Can't make this sht up.",0
1.84E+18,ScottiePhoenix,@birdy1021 @lettscarpride @scvic_travels @annvandersteel You clearly know nothing of MAGA beyond what your media tells you to know.,0
1.84E+18,KEVINMAGA2024,"@Sadie_NC Biden has figured out that the fascist cult that installed him never appreciated what he did for them, he gave them 90% of the cabinets and allowed them to pass everything they wanted. He knows that they made trillions of dollars because of the budgets he signed, besides the",1
1.84E+18,queensbishop2,"@timkaine Running down the page;
 
 First, man talking about how to donate to Helene victims because FEMA won't help and is confiscating money meant for flood victims.
 
 Next, Time Kane AD begging for money to help with Kamala Harris election campaign.
 
 Can't make this sht up.",0
1.84E+18,ammrye,the Zionist pigs and criminals are burning Beirut these last 2 days in front of all the world .. it is all because Biden and Kamala Harris support these massacres..,1
1.84E+18,Ch5445,"@MTGrepp MAGAs condemning FEMA for running out of funds this Hurricane season should know:
 1. This has happened now two years in a row
 2. GOP led House controls FEMA spending &amp; budgeting
 
 FEMA is short on funds because House MAGAs don't believe in climate change &amp; don't know how to budget",1
1.84E+18,21st_politics,"@thehill Racism within the @GOP is rich and it runs deep. 
 Another one calls himself a 'black nazi' https://t.co/iv5hhCwI0d",0
1.84E+18,queensbishop2,"Running down the page;
 
 First, man talking about how to donate to Helene victims because FEMA won't help and is confiscating money meant for flood victims.
 
 Next, Time Kane AD begging for money to help with Kamala Harris election campaign.
 
 Can't make this sht up.",0
1.84E+18,eemtrader,"Ratchet up the momentum ! #KamalaHarris4POTUS2024 
 
 ""odds for the two candidates, after eliminating bets on third-party contenders, closely reflect their share of the popular vote""
 
 https://t.co/T6knrxZ0im",0
1.84E+18,JesseJa00920812,"@SirBylHolte @MarioNawfal How many investigations are currently going on in the House by the GOP against Democrats. Then the impeachment hearings. House Republicans have not brought any bills to the House in years. All they do is subpoena, investigate.",0
1.84E+18,MyWayvohs,"@ChiChiGreenblat You don't see pics of them like this.
 
 Showing and sharing love...as a couple.
 
 They're just trying to grift as much as they can to make money off the softbrained maga suckers before they lose the election.
 
 ...and try to take it violently.",1
1.84E+18,TheAmMessenger,"The system is blinking red': New House #GOP report warns of terror threat to U.S. homeland - ""Foreign terrorist groups such as the Islamic State and al Qaeda, and even Iran-allied forces such as Hezbollah and Hamas, pose an immediate threat to the American homeland and warrant a https://t.co/BrrOfCxv39",0
1.84E+18,GertrudesLarkin,"@MelissaRabb1 Agreed. 
 Whenever any MAGA speaks, I think that these are the people who violently attacked the Capitol. They wanted to kill Nancy Pelosi and hang Mike Pence. 
 I will always associate the GOP and MAGA to the images I saw that day.",1
1.84E+18,SimpleOgre,"@JoJoFromJerz Wow, you guys are proud of this? The backing of the Warmonger and his Daughter? 
 
 You are a paid DNC shill Sizzler Jo. https://t.co/pCf50ZfTW8",1
1.84E+18,marlynh224,"Will things ever be the same again? It IS the final countdown. We owe these two gentlemen immense gratitude for being warriors of truth, they are strong &amp; committed lightworkers in a world of darkness. @elonmusk @realDonaldTrump #Trump #maga #TrumpVance2024 #GodBlessAmerica https://t.co/JyxuD38ok4",0
1.84E+18,wingski8959,"@ProudElephantUS Someone fruitcake Kamala Harris would pick. Almost anyone else would outshine her.
 He's like Biden, a storyteller of fantasies.
 I hope Trump wins, cleans house, closes down waste, and wakes up the sleepers to a bright future of USA!",0
1.84E+18,chehoang80,Sorry to say goodbye to #Netflix. I will not be contributing to that immature Kamala Harris's campaign https://t.co/e1x2yMXbGW,0
1.84E+18,Tammylynnmiddl1,This is disgusting @RoyCooperNC why are you allowing this Pastor to be arrested this is Evil what this school is doing .This is United States of America no China get your shit together,1
1.84E+18,KevinSharpe,"@RyanShead @elonmusk Ryan...a heads up. My sources inside the DNC tell me they haven't made payments to their social media influencers for the month of September, and their are no plans to pay them for October either. Did you get your money yet?",0
1.84E+18,dublinmacker,"The below link is to a powerful film called Vigilante Inc which goes deep into the American far right MAGA christofascist active plan to remove non white voters from voter registers across America.
 What happens there will travel...
 #AlwaysAntiFascist",1
1.84E+18,dsshake,"@origexoticar @atensnut ... and I believed her then on the sexual assault charges levied on Slick Willy. Now I don't believe a word Juanita says e.g. she can't play the victim as a MAGA operative, and also discount victims of sexual violence. 
 
 Allegations of Sexual Assault, Harassment, or Rape:
 
 E.",0
1.84E+18,LightfootInHwd,"Just vote, ignore polls. We must rid this country and the GOP of Trump, and then his cult will end. He and Bernie Sanders are dangerous demagogues and conmen.
 
 Harris holds a 66-electoral-vote lead over Trump, calculates prominent data scientist",1
1.84E+18,elizabethdarby9,"@KamalaHQ A remarkable speech by a person representing old Republican party
 Putting the Constitution &amp; best for country
 Over power.
 Thank you @Liz_Cheney",0
1.84E+18,Johnnystill1,"Tyrus crowns Trump 'The People's Champ'
 Trump joins Gutfeld for an Off-script Interview
 (something we are still waiting for from Kamala Harris)",0
1.84E+18,BeverlyRog79655,Report from the Media Kamala Harris husband has a mistress that he abused and got a nanny pregnant,1
1.84E+18,RealEdKelly,@TexasTribune This is not signifigant at all. This guy is a cancer to the Republican Party. Rinos are no longer welcomed.,1
1.84E+18,cbarber8712,@LoisStroud666 @realannapaulina like i have said to many people trump could punch a child live on tv and MAGA cult would not care,1
1.84E+18,fenaughty_lonna,@Denise454724 @SenatorLankford He helped destroyed the republican party Thats all we hear out of harris and democrats. Is he friends with Schumer? Whats his deal? He will be the next to turn chaney!,0
1.84E+18,Independentbean,@bennyjohnson The outrage by MAGA over illegal immigrants seems fake considering they tanked the strongest BIPARTISAN Border Security in Decades. https://t.co/wcWbIfA7Qg,0
1.84E+18,iEvangelize,"People like their memes.
 People like their stories.
 People like their memorable moments.
 People like their movement.
 People like #MAGA Movement Man.
 People like @realDonaldTrump.
 As he is, exaggerations and all.
 As he can be, miracles and all.
 As he might #MakeAmericaGreatAgain.",0
1.84E+18,ChidiOnuoha8,@DisavowTrump20 Now is the time to save America...vote Kamala Harris for President.,0
1.84E+18,XianRoh,"@nataliegwinters The GOP is dead, America First is the new Republican Party",0
1.84E+18,gabe_teee,Kamala Harris is the real threat to democracy.,0
1.84E+18,b_needleman,"Biden blasted for running out of money to deal with Hurricane Helene,,yet has Billions to support the needs of Illegals. https://t.co/pYG73PFa1w",0
1.84E+18,Lukesfather4,@ajtourville Someone in the DNC has a copy of his Diddy tape or something. He says the most ridiculous thing and he's sweating like he has a gun to his head.,0
1.84E+18,JaeMar68,"Civil war, a.k.a narcissists melting down like 2 yr olds 'coz they didn't get their way, is already here, started 9 years ago by narcissistic alcoholic jealous envious maga trash &amp; their sick enablers.
 
 an alcoholic's least favorite word? the word ""no""
 
 narc collapse is real",1
1.84E+18,1OliverSena1,"@dom_lucre After Trump wins the election, the @GOP needs to censure every rhino Republican leader that voted for Kamala Harris and never let them run for Republican office again.",0
1.84E+18,redwhiskeypete,Why is it I'm a registered Democrat but my junk email folder is full of pleading emails from Trump for money and offers to buy Chinese 47.00 MAGA hats and posters?,
1.84E+18,PeterDennett5,@HouseofElon @datafirstguy1 @whoya @julie_kelly2 I have considered many viewpoints. But unfortunately most MAGA start with alternative facts and a belief that a swamp is against that truth coming out. That is not convincing.,0
1.84E+18,MasterC19470576,"@AnimalHouse24 @hannahf1776 @SabrinaFCardone @NextGens4Trump No worse than Billy Boy Clinton .... You won't convince MAGA or MAHA supporters, so I think the die is cast and we must wait and see who wins the election. Good luck!",0
1.84E+18,RecessionFX,@TheBull_Stocks Could also mean it's the end for them? That weekly volume is screaming low confidence from investors,0
1.84E+18,CodyBlackm299,"@MTGrepp He is only an extension of the Biden-Harris administration.Congress needs to invoke the 25th Amendment,remove both Biden and Kamala Harris from office,allow the Independent Party to select a candidate because the Democrats should be barred from the election and then fire everyone",0
1.84E+18,RavenRose13_,@TheRickWilson You do know MAGA GOP Florida governor Ron pretty much single handily put a stop to it right.,0
1.84E+18,NancyGetsReady,"@TrumpDailyPosts An absurd defense. If this is what your legal team's ""powerful papers"" claim, the trial will be entertaining. You're going to prison, traitor. Lies and chaos and violence won't work this time either. Any maga who reads Smith's filing will see that you betrayed them.",0
1.84E+18,CtObserve,"@VinGuptaMD Rep. Lawler, a proven liar, defeated then-Rep. Maloney and in doing so MAGA took control of the House. A part, not insignificant, was the work of retrogressive, recalcitrant Republican 'face of MSNBC' #MorningJoe Scar*Bro*. One segment especially stands out. https://t.co/7oANgbMpGo",0
